row_id,microbusiness_density
1001_2022-11-01,3.1645350564102563
1001_2022-12-01,3.1645350564102563
1001_2023-01-01,3.1645350564102563
1001_2023-02-01,3.1645350564102563
1001_2023-03-01,3.1645350564102563
1001_2023-04-01,3.1645350564102563
1001_2023-05-01,3.1645350564102563
1001_2023-06-01,3.1645350564102563
1003_2022-11-01,7.889811161538462
1003_2022-12-01,7.889811161538462
1003_2023-01-01,7.889811161538462
1003_2023-02-01,7.889811161538462
1003_2023-03-01,7.889811161538462
1003_2023-04-01,7.889811161538462
1003_2023-05-01,7.889811161538462
1003_2023-06-01,7.889811161538462
1005_2022-11-01,1.1025214953846154
1005_2022-12-01,1.1025214953846154
1005_2023-01-01,1.1025214953846154
1005_2023-02-01,1.1025214953846154
1005_2023-03-01,1.1025214953846154
1005_2023-04-01,1.1025214953846154
1005_2023-05-01,1.1025214953846154
1005_2023-06-01,1.1025214953846154
1007_2022-11-01,1.2708343358974359
1007_2022-12-01,1.2708343358974359
1007_2023-01-01,1.2708343358974359
1007_2023-02-01,1.2708343358974359
1007_2023-03-01,1.2708343358974359
1007_2023-04-01,1.2708343358974359
1007_2023-05-01,1.2708343358974359
1007_2023-06-01,1.2708343358974359
1009_2022-11-01,1.6769514923076922
1009_2022-12-01,1.6769514923076922
1009_2023-01-01,1.6769514923076922
1009_2023-02-01,1.6769514923076922
1009_2023-03-01,1.6769514923076922
1009_2023-04-01,1.6769514923076922
1009_2023-05-01,1.6769514923076922
1009_2023-06-01,1.6769514923076922
1011_2022-11-01,0.9151385412820513
1011_2022-12-01,0.9151385412820513
1011_2023-01-01,0.9151385412820513
1011_2023-02-01,0.9151385412820513
1011_2023-03-01,0.9151385412820513
1011_2023-04-01,0.9151385412820513
1011_2023-05-01,0.9151385412820513
1011_2023-06-01,0.9151385412820513
1013_2022-11-01,1.442521733076923
1013_2022-12-01,1.442521733076923
1013_2023-01-01,1.442521733076923
1013_2023-02-01,1.442521733076923
1013_2023-03-01,1.442521733076923
1013_2023-04-01,1.442521733076923
1013_2023-05-01,1.442521733076923
1013_2023-06-01,1.442521733076923
1015_2022-11-01,2.754940064102564
1015_2022-12-01,2.754940064102564
1015_2023-01-01,2.754940064102564
1015_2023-02-01,2.754940064102564
1015_2023-03-01,2.754940064102564
1015_2023-04-01,2.754940064102564
1015_2023-05-01,2.754940064102564
1015_2023-06-01,2.754940064102564
1017_2022-11-01,1.3756632717948718
1017_2022-12-01,1.3756632717948718
1017_2023-01-01,1.3756632717948718
1017_2023-02-01,1.3756632717948718
1017_2023-03-01,1.3756632717948718
1017_2023-04-01,1.3756632717948718
1017_2023-05-01,1.3756632717948718
1017_2023-06-01,1.3756632717948718
1019_2022-11-01,1.1675664692307692
1019_2022-12-01,1.1675664692307692
1019_2023-01-01,1.1675664692307692
1019_2023-02-01,1.1675664692307692
1019_2023-03-01,1.1675664692307692
1019_2023-04-01,1.1675664692307692
1019_2023-05-01,1.1675664692307692
1019_2023-06-01,1.1675664692307692
1021_2022-11-01,1.5724954615384616
1021_2022-12-01,1.5724954615384616
1021_2023-01-01,1.5724954615384616
1021_2023-02-01,1.5724954615384616
1021_2023-03-01,1.5724954615384616
1021_2023-04-01,1.5724954615384616
1021_2023-05-01,1.5724954615384616
